store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Sweet Fizz,"2362 McIngvale Rd, Hernando, MS 38632",Opening,Later this summer (2026),set to open,"A local family-owned dirty soda shop called Sweet Fizz is opening at 2362 McIngvale Road in Hernando, MS. The concept, led by patriarch Wes Callahan, will bring specialty soda drinks to the area. No exact opening date has been announced.",https://whatnow.com/memphis/restaurants/sweet-fizz-bubbling-into-hernando/,"July 12, 2026",batch_3_output,2026-07-14
Compton's Coffee,"359 Grant Ave, San Francisco, CA 94108",Opening,Not specified,preparing to open,"Compton's Coffee is preparing to open a new location at 359 Grant Avenue in San Francisco's Chinatown neighborhood, supported by the city's Office of Economic and Workforce Development Vacant Storefront Program. The café was among several recipients that received funding from a $3 million award to help small businesses activate empty commercial spaces. Additional details about menu offerings and opening timeline have not yet been announced.",https://whatnow.com/san-francisco/restaurants/comptons-coffee-receives-grant-to-open-in-san-franciscos-castro/,"July 10, 2026",batch_3_output,2026-07-14
Notte Divino,"37 Caledonia St, Sausalito, CA 94965",Opening,"July 24, 2026",expected to officially debut on July 24,"Notte Divino is preparing to open at 37 Caledonia Street in Sausalito, taking over the former Osteria Divino space under new ownership led by Jaxton Funk and Johnny Metheny. The restaurant will feature Southern Italian cuisine, handcrafted cocktails, curated wines, and live jazz in a candlelit setting, with extended hours until 1 a.m.",https://whatnow.com/san-francisco/restaurants/notte-divino-to-debut-at-former-osteria-divino-space-in-sausalito/,"July 10, 2026",batch_3_output,2026-07-14
Lateen Cafe,"1980 Driscoll Rd, Fremont, CA 94539",Opening,Not specified,in the works,"Lateen Cafe is preparing to debut at 1980 Driscoll Rd. in Fremont, taking over the space previously occupied by Yoshi En Skewer Hot Pot Market. The café's Instagram bio promises ""The Taste of Dubai, In Every Sip,"" suggesting a Middle Eastern-inspired coffee and dining concept. No grand opening date or full menu details have been announced.",https://whatnow.com/san-francisco/restaurants/lateen-cafe-plans-location-in-fremont/,"July 10, 2026",batch_3_output,2026-07-14
The Factory Hotel (restaurant and bar),"230 Franklin Road, Franklin, TN 37064",Opening,Spring 2028,anticipated opening is currently set for spring 2028,"A new full-service restaurant and bar has been announced as part of The Factory Hotel, a 120-room boutique hotel planned for The Factory at Franklin as part of Marriott Bonvoy's Tribute Portfolio. Construction is slated to begin later in 2026, with an anticipated opening set for spring 2028. Further details about the food and beverage offerings were not available at time of publication.",https://whatnow.com/nashville/restaurants/full-service-restaurant-and-bar-planned-for-upcoming-the-factory-hotel/,"July 10, 2026",batch_3_output,2026-07-14
STK Steakhouse,"260 S Brea Blvd, Brea, CA 92821",Opening,Not specified,plans to open,"STK Steakhouse may be preparing to open a new location at 260 S. Brea Boulevard in Brea, according to recently filed plan review documents with the Orange County Health Care Agency. Operated by The ONE Group Hospitality, the concept blends a modern steakhouse with a lounge atmosphere featuring premium steaks, seafood, and live DJs. Project details remain limited as construction plans move through the review process.",https://whatnow.com/orange-county/restaurants/stk-steakhouse-eyes-location-in-brea/,"July 10, 2026",batch_3_output,2026-07-14
Sabor y Ole' Fusion,"109 S Glassell St, Orange, CA 92866",Opening,Not specified,planning to open,"Sabor y Ole' Fusion is planning to open at 109 S. Glassell Street in Orange, taking over Tabu Shabu's former location in the historic downtown district, according to a California ABC filing. The application requests an on-sale beer and wine license, signaling a full-service dining concept blending Spanish and Latin-inspired flavors. No menu details or opening timeline have been announced.",https://whatnow.com/orange-county/restaurants/sabor-y-ole-planned-for-historic-downtown-orange/,"July 10, 2026",batch_3_output,2026-07-14
Josephine's Restaurant,"11110 Homestead Rd, Houston, TX 77016",Opening,Fall 2026,should open by this fall,"Josephine's Restaurant is set to open at 11110 Homestead Road in Houston's East Little York area, with construction already underway on the $192,900 project slated to wrap up in early September. Owner Codey Hawthorne plans a soft opening with invite-only seating followed by a grand opening for the public. The menu will feature authentic soul food including smothered oxtails and oxtail eggrolls.",https://whatnow.com/houston/restaurants/josephines-restaurant-to-open-on-homestead-road/,"July 10, 2026",batch_3_output,2026-07-14
Palmetto Superfoods,"1065 Brea Mall, Brea, CA 92821",Opening,Fall 2026,expected to open during the mall's fall 2026 interior redevelopment,"Palmetto Superfoods is headed to Brea Mall as part of the property's ongoing multimillion-dollar redevelopment, and is among 11 new retail and dining concepts announced for the shopping center's latest expansion. Founded in Southern California, the brand specializes in customizable Brazilian acai bowls, pitaya bowls, and nutrient-dense smoothies. An exact opening date beyond fall 2026 has not yet been announced.",https://whatnow.com/uncategorized/restaurants/palmetto-superfoods-coming-to-brea-mall/,"July 10, 2026",batch_3_output,2026-07-14
Fieldwork Brewing Co.,"563 Ruger St, San Francisco, CA 94129",Opening,Not specified,has signed a lease,"Fieldwork Brewing Co. is expanding into San Francisco's Presidio, taking over the former Presidio Social Club space after the restaurant's closure earlier in 2026. The Northern California brewery has signed a lease for the historic location and the new taproom is expected to feature its craft beer lineup alongside a food program. An opening timeline has not yet been announced.",https://whatnow.com/san-francisco/restaurants/fieldwork-brewing-co-takes-over-former-social-club-space/,"July 10, 2026",batch_3_output,2026-07-14
Presidio Social Club,"563 Ruger St, San Francisco, CA 94129",Closing,Early 2026,closed,The Presidio Social Club closed in early 2026 after operating in its San Francisco Presidio location for more than a decade. Fieldwork Brewing Co. has since signed a lease for the space.,https://whatnow.com/san-francisco/restaurants/fieldwork-brewing-co-takes-over-former-social-club-space/,"July 10, 2026",batch_3_output,2026-07-14
Jackie's Desert Rose,"519 E Josephine St, San Antonio, TX 78215",Opening,Not specified,nearing its next phase,"Jackie's Desert Rose is preparing to open in San Antonio's Government Hill neighborhood following the completion of a $500,000 renovation of a 5,046-square-foot building at 519 E. Josephine St. The renovation, now listed as Review Complete with TDLR, included restoring the masonry structure, installing a beverage service area, and completing interior improvements. Additional details about the concept and anticipated opening timeline have not been announced.",https://whatnow.com/san-antonio/restaurants/jackies-desert-rose-preparing-to-welcome-guests-in-san-antonio/,"July 10, 2026",batch_3_output,2026-07-14
7 Brew Coffee,"2215 N. Big Spring St, Midland, TX (zip not specified)",Opening,"March 17, 2027 (targeted completion)","construction expected to begin November 11, 2026","7 Brew Coffee is planning a new drive-thru location at 2215 N. Big Spring St. in Midland, TX, per a TDLR filing. The new 510-square-foot shop has an estimated construction cost of $1.5 million, with construction set to begin November 11, 2026, and completion targeted for March 17, 2027. The project is privately funded with Midland Regency Partners LLC listed as the property owner.",https://whatnow.com/san-antonio/restaurants/7-brew-coffee-plans-new-drive-thru-location-in-midland/,"July 10, 2026",batch_3_output,2026-07-14
The Brave Burger (Oviedo),"888 City Walk Ln, Oviedo, FL (zip not specified)",Opening,Not specified,has launched,"The Brave Burger has opened its new location at 888 City Walk Ln in Oviedo, FL. The burger chain, which began as a food truck, now has a brick-and-mortar presence in the area serving handcrafted burgers, brisket smoked in-house, foot-long hot dogs, and French fries fried in beef tallow.",https://whatnow.com/orlando/restaurants/the-brave-burger-opens-in-oviedo-headed-to-avalon-park-next/,"July 10, 2026",batch_3_output,2026-07-14
The Brave Burger (Avalon Park),"3801 Avalon Park E Blvd Ste. 100, Orlando, FL 32828",Opening,Not specified,soon to follow,"A second Brave Burger location is planned for the Marketplace at Avalon Park at 3801 Avalon Park E Blvd in Orlando, FL. Owner Sergio Bosco confirmed the upcoming opening, calling it a homecoming for the brand, which previously operated as a food truck in the area. No opening date has been announced.",https://whatnow.com/orlando/restaurants/the-brave-burger-opens-in-oviedo-headed-to-avalon-park-next/,"July 10, 2026",batch_3_output,2026-07-14
Tim Hortons,"18154 Blanco Rd, San Antonio, TX 78232",Opening,Not specified,"construction expected to begin September 7, 2026","Tim Hortons is planning to open a new location at 18154 Blanco Rd., Suite 106, in North San Antonio, renovating the former Starbucks space per a TDLR filing. The $200,000 renovation project is expected to begin September 7, 2026, with completion targeted for November 18, 2026. Franchise owner Eduardo Castilleja confirmed the upcoming location; additional details including an opening date have not been announced.",https://whatnow.com/san-antonio/restaurants/tim-hortons-planned-for-former-starbucks-space-on-blanco-road/,"July 10, 2026",batch_3_output,2026-07-14
7 Brew Coffee (Orlando area expansion),Address not specified,Opening,Not specified,set for major expansion,"7 Brew Coffee is set for major expansion across the Orlando area as part of a 51-location deal by franchisee DAI Restaurant Group, representing a $75 million investment. No specific addresses or opening dates for individual locations have been announced.",https://whatnow.com/orlando/restaurants/jai-restaurant-group-investing-big-in-7-brew-coffee/,"July 10, 2026",batch_3_output,2026-07-14
Davanti,"410 N Orange Ave, Orlando, FL 32801",Opening,Not specified,will open,"Celebrity chef Joshua Adam Garcia (Chef Jag) is opening Davanti at 410 N Orange Ave in downtown Orlando, a French-inspired fine-dining concept with seating for approximately 80 guests. The Orlando Community Redevelopment Agency (CRA) approved funding to support the opening. Additional details have not yet been announced.",https://whatnow.com/orlando/restaurants/celebrity-chef-joshua-adam-garcia-opening-davanti-downtown/,"July 10, 2026",batch_3_output,2026-07-14
Tropix,"100 S Orange Ave, Orlando, FL (zip not specified)",Opening,Not specified,will open,"Tropix is set to open at 100 S Orange Ave in downtown Orlando, with CRA funding approved to support the opening alongside Davanti. No further details about the concept, menu, or opening timeline were provided in the article.",https://whatnow.com/orlando/restaurants/celebrity-chef-joshua-adam-garcia-opening-davanti-downtown/,"July 10, 2026",batch_3_output,2026-07-14
Cello's Cheesesteaks,Address not specified,Opening,Not specified,working toward first permanent restaurant,Toronto-based food influencer Marcello Varacalli is launching Cello's Cheesesteaks through a series of pop-ups as a first step toward opening a permanent brick-and-mortar restaurant in Toronto. No dates or locations for the pop-ups or permanent restaurant have been announced.,https://whatnow.com/toronto/restaurants/cellos-cheesesteaks-working-toward-first-permanent-restaurant/,"July 10, 2026",batch_3_output,2026-07-14
Jellyrolls,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830",Closing,Not specified,has closed,"Jellyrolls, a long-running dueling piano venue at Disney's Boardwalk, has closed after several decades of operation. Disney has announced a new concept, Hurly-Burly, will replace it later in 2026.",https://whatnow.com/orlando/restaurants/hurly-burly-lounge-replacing-jellyrolls-at-disneys-boardwalk/,"July 10, 2026",batch_3_output,2026-07-14
Hurly-Burly,"2101 Epcot Resorts Blvd, Lake Buena Vista, FL 32830",Opening,Later in 2026,replacing it later this year,"Disney has announced Hurly-Burly as the replacement concept for the closed Jellyrolls at Disney's Boardwalk, themed around a historic seaside theater. The venue will offer family-friendly activities by day and transition to a 21-and-over live music and cocktail bar by night. Additional details are pending.",https://whatnow.com/orlando/restaurants/hurly-burly-lounge-replacing-jellyrolls-at-disneys-boardwalk/,"July 10, 2026",batch_3_output,2026-07-14
This Little Piggy,"1600 Crooked Can Loop, Minneola, FL 34715",Opening,Not specified,preparing to launch its second location,"This Little Piggy BBQ is opening a second location at Crooked Can Brewing's upcoming City Center Market food hall in Minneola, FL. The barbecue concept, which has operated for eight years at Plant Street Market in Winter Garden, will offer its full menu plus exclusive items including Smoked Turkey Breast and Burnt End Sausage. No opening date has been announced.",https://whatnow.com/orlando/restaurants/opening-at-crooked-cans-city-center-market-in-minneola-this-little-piggy/,"July 10, 2026",batch_3_output,2026-07-14
Agora,Address not specified,Opening,By end of summer 2026,expected to welcome customers by the end of the summer,"Agora, a Greek grab-and-go restaurant, is preparing to open a second location in Toronto's Yorkville neighborhood in a newly renovated space with a back patio. The new location will offer approximately 40 seats including a backyard patio, and will serve breakfast, lunch, and dinner. An exact address and opening date have not been announced.",https://whatnow.com/toronto/restaurants/agora-expanding-to-yorkville-with-back-patio/,"July 10, 2026",batch_3_output,2026-07-14
Juici Patties,"16 Taber St, Unit 1R, Roxbury, MA 02119",Opening,Not specified,"expected to open ""well before"" mid-2027","Jamaican fast-casual chain Juici Patties is opening its first Boston-area location at 16 Taber Street in Roxbury. The 968-square-foot restaurant will be operated by franchisees Patrice and Oliver Dunbar. No exact opening date has been announced, but it is expected to open well before mid-2027.",https://whatnow.com/boston/restaurants/beloved-jamaican-chain-juici-patties-bringing-savory-pastries-to-roxbury/,"July 10, 2026",batch_4_output,2026-07-14
Rise & Glaze,"8235 Scenic Hwy, Baton Rouge, LA 70807",Opening,Late August or early September 2026,hoping to open in late August or early September,"Rise & Glaze is a new donut and coffee shop preparing to open at 8235 Scenic Hwy in Baton Rouge's Scotlandville community. The shop will offer handcrafted donuts made daily, kolaches, breakfast items, and freshly brewed coffee. An exact opening date has not been finalized, with the owner targeting late August or early September pending final inspections.",https://whatnow.com/new-orleans/restaurants/new-donut-and-coffee-shop-rise-glaze-coming-to-scotlandville/,"July 10, 2026",batch_4_output,2026-07-14
Nashville Coop,"Near Temple University, Philadelphia, PA (Address not specified)",Opening,By end of 2026,plans to open near Temple University by the end of the year,"Minnesota-based hot chicken chain Nashville Coop is expanding to Philadelphia, with a location planned near Temple University by the end of the year. The chain uses an Ethiopian-inspired spice blend and offers chicken sandwiches, waffles, and tenders. No specific address or opening date has been announced.",https://whatnow.com/philadelphia/restaurants/nashville-coop-brings-ethiopian-inspired-hot-chicken-to-philadelphia/,"July 10, 2026",batch_4_output,2026-07-14
Carrot Express,"1057 Brickell Plaza, Miami, FL 33131",Opening,Fall 2026,set to open this fall,"Carrot Express is opening a second Brickell location at 1057 Brickell Plaza, set to open this fall. The 1,362-square-foot fast-casual restaurant will seat 52 guests, including 32 indoor seats and a 20-seat outdoor patio. The Miami-based brand operates more than 30 locations across South Florida and New York City.",https://whatnow.com/miami/restaurants/carrot-express-opening-a-second-brickell-location/,"July 10, 2026",batch_4_output,2026-07-14
Pure Green,"5734 UTSA Blvd., Suite 101B, San Antonio, TX 78249",Opening,Not specified,under construction,"A new Pure Green juice bar is planned for The MERC shopping center near UTSA in San Antonio, occupying a 1,115-square-foot suite. Construction is scheduled to begin August 15, 2026, with completion targeted for November 15, 2026. No opening date has been announced.",https://whatnow.com/san-antonio/restaurants/pure-green-planning-new-juice-bar-near-utsa-in-san-antonio/,"July 10, 2026",batch_5_output,2026-07-14
Weekend Craft Studio,"61 Endicott St, Norwood, MA 02061",Closing,"July 8, 2026",closed,"Michelle Beaton, founder of Weekend Craft, announced she is closing Weekend Craft Studio and relocating within the same building. She officially moved out of the former studio on July 8, 2026. The business is transitioning to a new first-floor retail space as The Craft Cafe.",https://whatnow.com/boston/retail/weekend-craft-founder-bringing-new-craft-cafe-to-norwoods-winsmith-mill-market/,"July 10, 2026",batch_5_output,2026-07-14
The Craft Cafe,"61 Endicott St, Norwood, MA 02061",Opening,Not specified,opening soon,"The Craft Cafe is a new concept from Weekend Craft founder Michelle Beaton, coming to the first-floor retail space at Winsmith Mill Market in Norwood. It will combine a neighborhood coffee shop with a hands-on creative studio. Beaton has been actively renovating the space since securing the keys.",https://whatnow.com/boston/retail/weekend-craft-founder-bringing-new-craft-cafe-to-norwoods-winsmith-mill-market/,"July 10, 2026",batch_5_output,2026-07-14
European Street Cafe,"2 W Independent Dr, Jacksonville, FL 32202",Opening,Before end of 2026,set to open,European Street Cafe is opening its fourth location at Jacksonville's Riverfront Plaza before the end of 2026. Owner Andy Zarka says the menu will largely mirror existing locations but with some additions and a faster-paced approach geared toward downtown weekday traffic.,https://whatnow.com/jacksonville/restaurants/european-street-cafe-headed-to-riverfront-plaza-before-years-end/,"July 10, 2026",batch_5_output,2026-07-14
The Wharf,"135 Avenida Menendez, St. Augustine, FL 32084",Opening,November 2026,expected to launch,"The Wharf is a new restaurant planned for 135 Avenida Menendez in St. Augustine, the site of the former Santa Maria Restaurant. Owner David White confirmed the restaurant is expected to open in November 2026, though menu details have not yet been shared.",https://whatnow.com/jacksonville/restaurants/the-wharf-plans-november-opening-in-st-augustine/,"July 10, 2026",batch_5_output,2026-07-14
Julie-Anns,"510 W Towles Ave, Palatka, FL 32177",Opening,Not specified,preparing to open,"A new restaurant called Julie-Anns is preparing to open at 510 West Towles Ave in Palatka, per plan review paperwork submitted by Julie-Anns Palatka LLC. The restaurant was first mentioned publicly in May 2025 and is expected to seat 60 guests. No opening date has been announced.",https://whatnow.com/jacksonville/restaurants/julie-anns-opening-in-palatka/,"July 10, 2026",batch_5_output,2026-07-14
Fresh Kitchen,"7105 FL-64, Bradenton, FL 34212",Opening,Not specified,opening soon,"A new Fresh Kitchen is planned for the Marketplace at Heritage Harbour in Bradenton at 7105 FL-64. The fast-casual build-your-own bowl concept is expanding into the greater Tampa Bay region, per the Fresh Kitchen website. No opening date has been announced.",https://whatnow.com/tampa/restaurants/opening-in-the-marketplace-at-heritage-harbour-fresh-kitchen/,"July 10, 2026",batch_5_output,2026-07-14
Kilwins,"140 E Exchange Ave, Suite 116, Fort Worth, TX 76164",Opening,Not specified,planned for,"Kilwins is planning a new location at Suite 116 in Stockyards Station, 140 E Exchange Avenue in Fort Worth. The confectionery franchise, known for handcrafted chocolates, fudge, and ice cream, has more than 180 locations across roughly 30 states. No opening date has been announced.",https://whatnow.com/dallas/restaurants/kilwins-plans-new-store-in-the-fort-worth-stockyards-station/,"July 10, 2026",batch_5_output,2026-07-14
Chacha's Bar (Southeast Asian cocktail bar),"13 E 1st St, New York, NY 10003",Opening,Not specified,set to open,"A new Southeast Asian cocktail bar and restaurant filed under Chacha's Bar LLC is planned for 13 E 1st St. in the East Village, taking over the former Baar Baar space. The concept is led by Jenn Saesue and mixologist Suwincha ""Chacha"" Singsuwan, the team behind Fish Cheeks and Bangkok Supper Club.",https://whatnow.com/new-york/restaurants/southeast-asian-cocktail-bar-coming-to-the-east-village/,"July 10, 2026",batch_5_output,2026-07-14
Anderson,"41 St Marks Pl, New York, NY 10003",Opening,Not specified,set to open,"Anderson is a new upscale all-day New American restaurant planned for 41 St. Mark's Pl. in the East Village, taking over the former Marylou and Cafe Orlin space. The concept is being developed by industry veterans Aidan O'Neal, Jeff Robbins, and George Riddle.",https://whatnow.com/new-york/restaurants/veteran-team-planning-all-day-new-american-spot-in-the-east-village/,"July 10, 2026",batch_5_output,2026-07-14
Piada Italian Street Food,"2700 Lakeview Pkwy, Suite 100, Rowlett, TX 75088",Opening,Not specified,planned for,"Piada Italian Street Food is planning a new location at Suite 100 at 2700 Lakeview Parkway in Rowlett, with construction completion targeted for November 2026. CEO Lance Juhas confirmed the brand's 2027 growth strategy will again lean heavily on Texas. No exact opening date has been announced.",https://whatnow.com/dallas/restaurants/piada-italian-street-food-plans-new-location-in-rowlett/,"July 10, 2026",batch_5_output,2026-07-14
Matcha House,Address not specified,Opening,Late August or early September 2026,preparing to open,"Matcha House is a new Latina-owned cafe preparing to open near downtown Phoenix, located near the Phoenix Art Museum beneath a residential apartment complex. Owner Rocio Sheyko plans to serve ceremonial-grade matcha, coffee drinks, avocado toast, and gluten-free waffles. A soft opening will precede a grand opening celebration.",https://whatnow.com/phoenix/restaurants/matcha-house-to-open-in-downtown-phoenix-this-summer/,"July 10, 2026",batch_5_output,2026-07-14
Pollyanna Brewing,"4055 W Peterson Ave, Chicago, IL 60646",Opening,Q4 2026,debut sometime in the fourth quarter of this year,"Pollyanna Brewing will open a new brewery at 4055 W Peterson Avenue in Chicago, taking over the former Alarmist Brewing space. This will be the fifth Chicagoland location for the brand, which also operates in Lemont, Roselle, and St. Charles. No exact opening date has been announced.",https://whatnow.com/chicago/restaurants/pollyanna-brewing-owner-to-bring-back-alarmist-brewery-space-back-to-life/,"July 10, 2026",batch_5_output,2026-07-14
Anchorhead Coffee,"4233 SW Alaska St, Seattle, WA 98116",Opening,Late August or early September 2026,expected to open,"Anchorhead Coffee is preparing to open its fourth Seattle cafe at 4233 SW Alaska St. in West Seattle, taking over a former Starbucks location. Founder Jake Paulson confirmed the new location will offer the same experience as the brand's existing Downtown Seattle, Capitol Hill, and Pike Place Market cafes.",https://whatnow.com/seattle/restaurants/anchorhead-coffee-opening-fourth-seattle-cafe/,"July 10, 2026",batch_5_output,2026-07-14
Blackout Burger,"1813 Reynolds Ave., North Charleston, SC 29405",Opening,Not specified,preparing to open,"Blackout Burger, owned by Cameron Wetzler, is opening its first permanent brick-and-mortar location at 1813 Reynolds Ave. in North Charleston. Known for its smashed Angus beef patties and house-made fancy sauce, the brand has operated previously as a pop-up. No opening date has been announced.",https://whatnow.com/charleston/restaurants/popular-pop-up-blackout-burger-is-putting-down-roots-in-north-charleston/,"July 10, 2026",batch_5_output,2026-07-14
Moos and Brews,"1004 Bankhead Hwy, Suite C-35, Carrollton, GA 30117",Opening,End of July 2026,opening around the end of July,"Moos and Brews is a new coffee and ice cream shop opening its first brick-and-mortar location at First Tuesday Mall in Carrollton. Owner Krystal Killcreas plans to serve Blue Bell ice cream, milkshakes, protein shakes, smoothies, coffee, and more.",https://whatnow.com/atlanta/restaurants/moos-and-brews-planning-two-locations-both-opening-this-summer/,"July 10, 2026",batch_5_output,2026-07-14
Moos and Brews,"10 Wares Crossroads, Unit 70, LaGrange, GA 30240",Opening,August 2026,will likely follow in August,"A second Moos and Brews location is planned for 10 Wares Crossroads, Unit 70, in LaGrange, expected to open in August 2026. The opening timeline depends on inspections.",https://whatnow.com/atlanta/restaurants/moos-and-brews-planning-two-locations-both-opening-this-summer/,"July 10, 2026",batch_5_output,2026-07-14
No qualifying business found,N/A,N/A,N/A,N/A,Article covers the acquisition of Hopdoddy Burger Bar by Founders Table Restaurant Group — an ownership/management change with no opening or closing event.,https://whatnow.com/houston/restaurants/hopdoddy-burger-bar-is-under-new-management/,N/A,batch_5_output,2026-07-14
Saint Honore,"3071 S Rancho Dr, Suite 140, Las Vegas, NV 89102",Opening,Later this year,anticipated to open later this year,"Saint Honore is working on a third location at 3071 S Rancho Dr, Suite 140, in the Rancho Charleston neighborhood of Las Vegas. The locally female-owned patisserie, known for couture doughnuts, beignets, and coffees, was confirmed by CEO Michael Santos but no further details were shared.",https://whatnow.com/las-vegas/restaurants/saint-honore-is-working-on-a-third-location/,"July 10, 2026",batch_5_output,2026-07-14
Juici Patties,"1 Mystic View Road, Everett, MA (zip not specified)",Opening,Before mid-2027,expected to open,"Juici Patties is planning a 2,450-square-foot location in Everett's Gateway Center at 1 Mystic View Road. CEO Daniel Chin confirmed all three Massachusetts locations are expected to open well before mid-2027.",https://whatnow.com/boston/restaurants/juici-patties-announces-two-more-massachusetts-locations-in-everett-and-brockton/,"July 10, 2026",batch_5_output,2026-07-14
Juici Patties,"200 Westgate Drive, Brockton, MA (zip not specified)",Opening,Before mid-2027,expected to open,"Juici Patties is planning a 1,796-square-foot location at Westgate Mall in Brockton at 200 Westgate Drive. The fast-casual Jamaican chain is expanding its Boston-area footprint with multiple new locations.",https://whatnow.com/boston/restaurants/juici-patties-announces-two-more-massachusetts-locations-in-everett-and-brockton/,"July 10, 2026",batch_5_output,2026-07-14
Domino's Pizza,"24919 FM-529, Suite 200, Katy, TX 77449",Opening,Fall 2026,slated to open by this fall,"Domino's Pizza is building a nearly 1,600-square-foot location in the Shops at Katy Lakes at 24919 FM-529, Suite 200. Construction is planned to begin in August and wrap up toward the end of October, with an estimated construction cost of $225,000.",https://whatnow.com/houston/restaurants/dominos-pizza-to-open-in-the-shops-at-katy-lakes/,"July 10, 2026",batch_5_output,2026-07-14
Ginger's Bread & Co.,"62 S Cooper Street, Memphis, TN 38104",Opening,Not specified,certificate of occupancy under review,"Ginger's Bread & Co. has filed a change of tenant application to use an existing baking kitchen at 62 S Cooper Street. The 2,000-square-foot space will function as both a restaurant and bakery. The certificate of occupancy is under review as of July 17.",https://whatnow.com/memphis/restaurants/gingers-bread-co-looking-to-new-kitchen-horizons/,"July 19, 2026",batch_1_output,2026-07-20
Din Tai Fung,"Tysons Corner Center, Tysons, VA",Opening,Not specified,coming to Virginia,Din Tai Fung is opening its first regional location at Tysons Corner Center as part of a $100 million redevelopment. The Michelin-starred restaurant will be accessible from the new Metro plaza. No opening timeline is available.,https://whatnow.com/washington-dc/restaurants/din-tai-fung-bringing-celebrated-cuisine-to-tysons/,"July 19, 2026",batch_1_output,2026-07-20
Hawkers Asian Street Fare,"105 Ellington Blvd, Gaithersburg, MD 20878",Opening,Not specified,signed a lease,"Hawkers Asian Street Fare has signed a lease for the 5,228-square-foot space formerly occupied by Ted's Montana Grill. It will be the concept's second Montgomery County location. No timeline has been provided.",https://whatnow.com/washington-dc/restaurants/hawkers-asian-street-fare-bringing-authentic-cuisine-to-gaithersburg/,"July 19, 2026",batch_1_output,2026-07-20
Gussied Up,"655 Marshall Avenue, Memphis, TN",Opening,August 2026,opening next month,"Gussied Up, from the team behind Hard Times Deli, will share space with Hard Times and open in August. It will operate Wednesday through Sunday with a menu of reimagined comfort food. An exact opening date is not yet available.",https://whatnow.com/memphis/restaurants/gussied-up-bringing-good-vibes-to-hard-times/,"July 19, 2026",batch_1_output,2026-07-20
Ramblin' Joe's,"1227 S Germantown Road, Suite 101, Germantown, TN 38139",Opening,Not specified,filed papers / plans submitted,"Ramblin' Joe's has filed plans for exterior improvements at the former Simmons Bank site, including a patio, bike rack, and drive-thru. The location would span 3,000 square feet with 19 indoor seats. No opening timeline is available.",https://whatnow.com/memphis/restaurants/ramblin-joes-eying-germantown-site/,"July 19, 2026",batch_1_output,2026-07-20
The EVthing,"511 E Broadway St, Cuero, TX 77954",Remodel,construction expected to begin May 2026 and conclude by December 2026,interior renovation planned,"The EVthing is investing $270,000 in a 2,500-square-foot interior remodel of its downtown Cuero location. Construction is expected to begin May 2026 and conclude by December 2026. An official reopening timeline has not been announced.",https://whatnow.com/san-antonio/restaurants/the-evthing-plans-major-interior-renovation-in-downtown-cuero/,"July 19, 2026",batch_1_output,2026-07-20
Wonder,"13958 Route 50, Chantilly, VA 20151",Opening,spring of 2027,set to open,Wonder food hall is taking over the former Noodles & Company location in Sully Plaza. A spokesperson confirmed it will open in spring 2027. Wonder partners with high-profile chefs to offer multiple concepts under one roof.,https://whatnow.com/washington-dc/restaurants/chantilly-to-welcome-popular-food-hall/,"July 18, 2026",batch_1_output,2026-07-20
Tacos Frontera,"2536 Spencer Highway, Pasadena, TX 77504",Opening,late September or early October 2026,construction is already underway / targeted opening in late September or early October,"Tacos Frontera's first official franchise, owned by Alfred Clemesha, is set to open in Pasadena. It will be the brand's fourth location overall. Construction is underway with a targeted opening in late September or early October.",https://whatnow.com/houston/restaurants/tacos-fronteras-finds-its-first-franchisee/,"July 18, 2026",batch_1_output,2026-07-20
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://whatnow.com/seattle/restaurants/seattles-what-now-accelerate-event-hosted-by-8-ping-yang-offers-networking-opportunity/,"July 18, 2026",batch_1_output,2026-07-20
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://whatnow.com/memphis/restaurants/memphis-hospitality-leaders-gather-at-the-arcade-restaurant-for-what-now-accelerate-event/,"July 18, 2026",batch_1_output,2026-07-20
Honeygrow,"Frederick Brickworks, Frederick, MD",Opening,2028 (first phase completion),planned / opening as part of upcoming development,"Honeygrow will open at the Frederick Brickworks mixed-use development, part of a first phase estimated to be completed in 2028. The Philadelphia-based fast-casual chain has more than 70 locations. Ground was broken for Frederick Brickworks earlier this week.",https://whatnow.com/washington-dc/restaurants/honeygrow-to-help-launch-new-frederick-development/,"July 18, 2026",batch_1_output,2026-07-20
EggBred,"6740 Lone Tree Way, Brentwood, CA 94513",Opening,Not specified,listed among upcoming restaurants,"EggBred is expanding to Brentwood at 6740 Lone Tree Way, adding to its Northern California footprint. The concept focuses on egg sandwiches, breakfast burritos, and morning fare. Construction progress and an official grand opening date have not been announced.",https://whatnow.com/san-francisco/restaurants/eggbred-expanding-into-brentwood-with-new-restaurant/,"July 18, 2026",batch_1_output,2026-07-20
The Kitchen Sink GF,"San Francisco, CA",Opening,Not specified,relocating operations,"The Kitchen Sink GF, a gluten-free bakery, is relocating operations to San Francisco per an Instagram announcement. No specific address or opening timeline has been disclosed. Additional details have not been announced.",https://whatnow.com/san-francisco/restaurants/the-kitchen-sink-gf-relocating-operations-to-san-francisco/,"July 18, 2026",batch_1_output,2026-07-20
